,ASER,BWM-DL02,BWM-DL04,BWM-DL06,FLPR,BWM-DL01,BWM-DL05,BWM-VR08,BWM-DL07,BWM-DR07,BWM-DR05,BWM-VR04,URYVR,BWM-DR03,BWM-DR01,BWM-DR06,BWM-DR08,SMBDL,BWM-VR02,SMDDR,URYVL,URAVL,BWM-DR04,BWM-DR02,IL2VR,IL1DR,RIPR,OLLR,OLQDR,URADR,URYDR,AVHL,CEPVR,IL1VR,BWM-VL03,URBL,CEPDR,BWM-VL08,URXR,BWM-VL04,RID,RIR,ASKR,AVAL,BWM-VL02,RMDL,SIBDR,RIGL,ALMR,AVDR,AVKL,RMEV,AVL,SIBDL,RIS,CEPVL,RMDR,RIBR,OLLL,RIML,RMEL,SAAVR,SIAVL,ADAR,PVT,RIPL,AVAR,BDUL,SIADL,SMDDL,excgl,AIML,BAGL,SMBVL,AIYL,RIFL,BWM-VR01,RMER,SMDVR,ADAL,SIBVL,RMDVR,AVKR,AVHR,PVPL,ASHL,AIZL,AVBR,AVBL,ASGL,ADFL,AWAL,BWM-VR03,AUAL,ASJL,RIBL,ASIL,ASKL,AIBL,AFDL,SABD,AWCR,RIMR,ASIR,AVJR,AUAR,OLQVL,ADFR,DB1,RIGR,AIZR,ASGR,URBR,SAAVL,IL1DL,SMBVR,AVJL,RIFR,BDUR,RMGR,AIMR,RICR,PVR,DVA,SMDVL,PVCR,PVCL,IL1R,FLPL,ADEL,ADER,DVC,SIADR,SIAVR,PVPR,RIH,PVQR,AWBL,SABVL,SABVR,IL2R,RIVR,BWM-VR07,RMDDR,IL2DR,AIBR,IL1VL,RMED,SAADR,RIAR,RICL,RIVL,BWM-VL07,SAADL,AINR,AINL,RMDDL,RIAL,BWM-VL05,CANL,ADLL,AVEL,BWM-VR05,AVDL,IL2VL,ALML,SMBDR,AWCL,ASEL,ALA,AVER,ADLR,CANR,AIAL,ASJR,PVQL,AIYR,RMDVL,AIAR,AWAR,BWM-VR06,IL1L,RMGL,IL2L,AWBR,AFDR,ASHR,URAVR,URADL,OLQDL,URYDL,IL2DL,CEPDL,URXL,BAGR,OLQVR,BWM-VL01,BWM-DL03,BWM-DL08,BWM-VL06,SIBVR,Fragment1,Fragment2,Fragment3,Fragment4
AWCL,655440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5040,0,20880,17640,0,6720,0,42240,0,0,0,19200,0,0,0,0,0,10680,0,0,0,0,0,0,0,0,0,0,135120,0,59520,0,0,0,104160,0,10560,0,0,0,0,0,0,0,0,0,0,135000,0,382800,0,0,0,0,0,0,0,0,0,0,0,173760,0,0,372720,3360,34560,0,0,0,54840,1111680,365520,732840,144360,0,1773120,0,1178640,0,9600,0,0,0,0,215280,126600,0,0,1560,0,0,0,0,0,20640,0,0,0,0,0,0,12360,0,0,0,0,0,0,0,0,0,100080,0,0,0,0,0,0,17160,257640,0,0,0,5160,0,0,0,0,27840,341520,0,0,0,0,686040,0,0,0,0,0,0,0,733920,0,0,32760,0,1284840,0,0,365400,0,570120,0,0,0,0,0,0,229560,0,0,0,38520,5400,0,0,0,170880,0,0,0,0,0,0,0,0,0,0
ASEL,209160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6720,0,0,0,0,0,0,0,2520,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,73320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80520,0,0,0,0,0,0,0,0,0,143640,149520,6840,1079880,121800,0,0,0,0,0,12720,0,0,0,366240,212040,0,0,206160,98160,1202640,0,3840,256800,0,147960,132480,1186200,261360,0,47880,0,187080,0,0,0,16800,0,0,198960,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,8760,0,0,0,0,0,0,0,0,0,471120,0,0,5640,3480,0,0,720,78240,0,0,0,4200,0,0,0,0,6720,366960,0,0,0,0,391320,0,0,0,0,0,0,733920,0,10200,0,0,0,139080,0,280080,491640,0,162720,0,0,0,0,0,0,660960,0,0,0,7320,1560,0,0,68760,7440,0,0,0,0,0,0,0,0,0,0
ALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7080,0,0,0,0,0,0,0,16080,0,19560,11760,0,10920,19200,0,0,0,1080,0,0,27240,0,0,0,279240,0,0,0,13800,0,1800,29160,0,0,0,13200,0,0,0,0,9240,0,0,0,0,0,0,0,0,0,22920,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,65760,0,0,0,0,0,0,0,0,0,0,43680,0,0,339120,0,0,0,0,0,0,46800,0,0,0,0,0,0,0,45480,0,16200,0,27360,0,0,0,0,0,0,0,0,0,0,30480,0,0,0,0,16080,0,0,0,173880,0,0,0,28560,0,0,0,13920,0,0,0,0,0,0,0,0,840,0,0,0,0,0,135480,316080,82560,0,15360,0,6600,0,0,10200,0,82440,462000,107640,0,153480,257160,0,0,19920,0,0,0,0,24480,0,0,0,0,0,42480,17040,13080,0,50520,0,0,0,0,0,0,0,0,0,0,0
AVER,0,0,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,99720,0,171720,607560,0,0,0,0,19080,0,40320,240,0,57480,0,0,0,0,0,0,0,52920,0,0,168840,0,0,0,0,0,33360,45600,0,581280,69600,0,34920,220080,60840,155400,178680,1184760,352440,15600,36600,302760,30360,480,0,37680,0,143400,0,0,0,90120,95760,0,0,0,0,189240,0,20880,45840,251400,3360,114960,0,427080,325800,2520,0,0,0,0,2760,0,708360,0,0,215880,0,0,0,525720,0,2280,109800,4560,0,0,81720,478800,0,6720,60600,0,0,39480,21480,0,137880,101040,19920,0,451440,6960,55200,63960,109560,0,0,0,76800,85320,0,0,111960,0,0,0,0,155640,114960,0,0,40560,525600,0,24000,62160,0,0,33600,0,154320,0,0,207240,28680,0,0,0,75840,0,392400,0,0,2880,0,0,82440,0,0,39480,0,480,0,0,83880,0,0,0,120120,5520,0,0,0,38160,0,0,40560,613080,0,369120,0,347880,0,0,0,0,0,0,0,0,0,0
ADLR,619560,0,0,0,0,0,0,0,0,0,0,0,12600,0,0,0,0,0,0,0,0,0,0,0,0,17640,0,59400,13200,0,11760,146280,0,0,0,0,0,0,0,0,0,0,803160,0,0,0,0,0,0,60480,0,0,0,40200,0,0,0,0,0,0,0,146400,0,243600,0,0,30840,0,4680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196280,0,117720,97200,0,0,0,0,0,0,960,5760,0,0,543000,155400,0,0,56280,0,0,0,0,0,0,0,30600,0,0,0,0,0,0,18480,0,86520,0,0,0,10440,0,0,0,39960,470520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156720,0,0,100560,0,0,0,32760,0,462000,0,0,0,0,13560,0,1200,0,319320,344880,0,0,0,0,210600,0,198120,0,0,0,0,0,0,0,0,5400,0,0,0,0,0,0,0,0,0
CANR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107640,39480,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIAL,137160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022280,0,145080,106200,523800,0,0,0,45240,0,0,0,0,0,382920,455640,6000,0,1027320,149640,127200,0,0,552480,0,258600,1403040,1323000,7920,0,435840,0,0,23160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64440,49080,0,0,0,0,225120,0,0,0,0,0,0,1284840,139080,0,0,0,0,0,0,387720,0,0,105120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37680,0,0,0,0,0,0,0,0,0,0,0
ASJR,147720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9720,0,45240,21240,0,9120,0,29760,0,0,0,9240,0,48960,0,0,0,993720,0,0,0,0,0,2040,12960,0,0,0,12480,0,0,0,13080,0,0,0,0,0,4560,0,0,103440,0,15960,11160,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,2520,0,0,0,0,0,0,0,0,140160,0,0,0,0,0,24840,0,0,126840,7560,0,0,0,0,0,0,132480,0,59400,0,9000,0,160920,0,25080,746400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157040,0,0,0,64920,0,0,0,15000,0,0,0,0,0,0,0,0,0,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153480,480,13560,720,0,0,128520,0,0,655800,286560,0,0,0,0,39840,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVQL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23640,0,0,0,0,0,0,0,0,40440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,43200,0,0,0,1042920,0,0,15240,586680,0,0,0,159120,0,0,0,0,0,15960,0,0,0,0,720,521880,0,0,1237320,0,0,945480,202200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3360,0,0,0,50640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352320,4920,0,10320,0,1800,0,0,280080,257160,0,0,0,387720,128520,0,0,0,28200,27360,0,16200,812040,11520,0,0,0,0,0,8760,3480,0,0,7920,0,0,0,0,0,0,0,0,0,0,0
AIYR,1196760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12960,0,0,0,0,0,0,155880,0,0,291840,0,0,0,0,177000,74640,0,0,0,0,0,0,829320,0,0,790800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778560,0,399120,0,0,0,0,0,0,0,0,0,0,0,18720,36000,0,0,0,0,0,60240,0,0,0,0,0,177000,0,563760,288720,353760,6840,1119960,0,621000,0,9000,1018440,5400,0,0,0,118800,371760,126960,0,0,0,0,0,0,0,0,7440,2400,0,0,0,0,0,0,6120,237720,0,0,0,0,0,63000,0,0,0,307800,0,0,0,501240,0,0,0,0,103320,87240,0,0,0,0,0,0,0,0,0,0,63600,365400,491640,0,0,1200,0,0,0,0,0,0,108360,232080,0,0,0,0,426120,1597320,44040,0,0,0,0,0,0,0,51480,0,0,0,0,0,0,0,0,0,0
RMDVL,0,129600,4920,0,0,87360,106560,0,0,0,0,699600,202440,0,0,2280,0,36840,643440,379200,1080,0,0,0,35640,0,56520,5640,1320,0,0,0,104760,122880,394320,0,47280,0,0,0,0,0,0,92880,0,507120,178680,0,0,2400,0,349680,0,40560,0,0,617160,0,666720,0,360,0,31440,31920,0,1800,0,0,143160,25440,0,0,0,144960,0,0,381720,7320,40440,0,49920,927120,0,0,0,0,0,0,0,0,0,0,514320,0,0,0,0,0,0,0,0,0,6360,0,0,0,0,0,0,0,0,0,0,143760,1861080,423720,0,0,0,85320,0,7200,0,43800,116280,0,0,334920,0,0,0,0,0,572760,0,41280,0,0,0,0,0,0,133080,4028160,0,84120,0,808920,224160,1446240,102480,367800,0,0,0,0,154560,1350360,90240,0,0,67320,173160,0,0,0,0,0,0,0,83880,0,0,0,0,0,0,0,0,0,33000,296160,687000,2400,0,0,0,72720,3480,116280,1101720,3240,689880,0,0,685800,309360,34560,0,0,244920,0,0,0,20880
AIAR,413040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,6960,0,38880,0,0,0,1302960,0,0,0,0,0,0,0,0,0,0,0,12720,0,0,0,0,0,0,0,0,106680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80400,0,0,21360,0,0,0,30240,0,0,853440,0,306480,0,0,0,106200,0,0,356400,796560,0,0,0,117720,0,492720,0,67080,1183320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369360,7680,0,0,0,0,0,0,1200,1755240,0,0,0,0,0,0,0,0,116040,32280,0,0,0,0,0,0,0,0,0,0,0,570120,162720,19920,0,319320,0,105120,655800,28200,108360,0,0,170160,0,0,0,0,151200,56640,609720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AWAR,1753680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23400,0,0,9120,0,22680,118680,0,0,0,0,0,0,12840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,12120,0,0,0,0,0,0,0,0,0,0,0,0,0,22080,0,19680,0,51000,0,0,0,119160,0,0,0,0,0,0,0,0,0,107400,0,146880,0,0,0,606840,0,0,446280,119400,0,0,0,90840,0,45120,0,18000,151680,0,0,8040,0,0,0,0,0,0,0,0,0,0,45120,0,247440,0,0,0,0,0,0,0,0,110520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4080,0,0,0,0,344880,0,0,286560,27360,232080,0,170160,0,0,0,0,0,1132080,0,655440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BWM-VR06,0,0,0,0,0,0,0,203520,0,0,0,591480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65400,0,0,0,0,0,0,0,0,0,0,0,0,84600,12240,0,0,0,0,0,0,0,0,0,225960,0,0,96120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59760,0,0,0,220200,0,0,17880,0,7320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL1L,0,191160,6000,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116520,0,0,0,0,0,0,0,0,0,0,0,0,0,774960,0,0,0,5160,0,0,0,0,368400,447240,0,0,0,0,0,17520,0,0,0,0,265440,0,687000,78480,0,0,0,0,0,0,0,83040,33240,0,0,0,17400,20640,0,42240,0,1106280,0,0,57000,349800,0,0,0,0,0,0,0,0,0,0,0,0,16200,35520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141960,0,0,0,0,0,0,0,0,0,88080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329400,0,0,256080,0,48240,55800,31560,66240,0,0,0,0,1059600,120000,0,0,2280,80400,0,0,0,96240,0,0,0,0,120120,0,0,0,0,16200,0,296160,0,0,0,0,25200,792600,0,0,0,0,34080,0,0,0,20760,174240,0,0,0,0,0,0,0,0,0,0,0
RMGL,0,0,57600,114480,0,0,0,0,0,0,0,0,0,0,0,0,0,233520,0,79320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296400,175320,0,0,3360,14640,807720,183120,415320,0,9360,419160,0,0,159960,61560,65520,1998600,0,0,2280,0,44400,1560,0,600,0,25200,354360,0,440280,0,152640,0,135840,0,738960,0,0,435480,150960,238800,43920,237480,0,0,103800,0,0,45960,0,0,19200,0,0,0,0,0,121920,0,0,0,0,114360,0,10200,0,0,0,0,0,0,0,0,181560,0,0,0,0,0,0,0,81480,0,162000,0,0,0,0,0,0,0,5520,0,0,0,0,0,80040,0,0,0,146280,0,0,0,376560,0,0,68160,7080,76920,0,0,327240,0,0,0,0,0,0,51120,99360,0,0,0,153720,0,0,0,0,5520,0,0,0,0,812040,0,687000,0,0,0,25200,0,98400,0,0,0,0,0,0,0,0,0,105120,0,0,0,0,49080,355920,114000,0,0,0,0
IL2L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461640,0,0,0,0,0,0,0,0,0,0,0,0,0,459600,0,0,0,0,0,0,0,960,0,36360,0,0,0,0,0,241080,0,6720,0,0,243240,0,918240,0,1133160,0,0,0,0,0,0,0,1440,0,0,53880,0,146040,0,0,0,1892400,0,0,98880,0,0,0,0,0,0,0,0,0,0,24720,0,19320,42720,50040,5520,10680,0,15720,0,0,0,0,0,0,391800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59520,0,0,0,0,0,0,0,0,0,0,243120,0,16680,0,0,0,0,0,720,0,0,3240,219120,98040,0,56640,62160,0,0,11520,0,0,0,0,0,47760,95280,0,0,65400,2760,0,0,0,24480,0,0,0,0,0,11520,0,2400,0,0,0,792600,98400,0,0,0,0,0,203040,504120,0,59040,0,141840,0,0,0,0,0,0,42480,0,0,0,0
AWBR,394080,0,0,0,0,0,0,0,0,0,0,0,6720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434520,0,0,0,0,0,0,372600,0,0,8040,0,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,300240,0,0,0,0,0,119880,0,0,16080,0,0,0,0,0,0,0,53520,0,0,0,0,0,0,0,0,20640,0,3600,29400,11280,1800,0,19080,99000,0,71640,0,0,0,0,56880,0,0,167280,2400,210240,0,100680,0,988800,0,0,528600,0,1800,0,0,169080,0,163320,0,117960,20040,0,0,0,0,6240,2640,0,0,0,0,0,0,0,55680,0,5880,69480,0,0,4920,0,0,0,0,30960,0,0,0,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210600,0,0,39840,0,426120,0,151200,1132080,0,0,0,0,0,171840,461280,0,0,0,0,0,0,0,0,4560,0,0,0,0,0,0,0,0,0
AFDR,53760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84840,0,0,0,0,0,0,67440,0,3600,62280,0,0,0,0,14880,0,0,0,0,0,0,0,22080,0,0,0,0,0,0,13680,0,0,0,0,0,0,0,0,0,0,552000,0,94440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24960,0,0,0,0,0,67560,0,188880,0,336720,0,1212240,0,468600,13080,0,475920,22200,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,7080,0,0,0,0,0,0,0,0,0,0,0,0,3480,5880,0,0,0,371760,0,0,0,23760,0,0,0,0,135600,1364280,0,0,0,0,0,0,0,0,0,0,0,229560,660960,0,0,0,0,0,0,0,1597320,0,56640,0,0,0,0,0,171840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASHR,390240,0,0,0,0,0,0,0,0,0,0,0,3960,0,0,0,0,0,0,0,0,0,0,0,0,3120,0,0,720,0,2040,672720,240,0,0,0,0,0,235080,0,0,69000,266880,0,0,0,0,0,77760,93000,0,0,0,40080,151560,0,0,0,0,0,0,0,0,803400,0,0,194280,0,0,3360,0,0,0,0,0,0,0,0,0,0,0,0,0,70800,0,110040,35880,989880,51480,0,0,13680,0,0,0,0,0,0,0,0,0,0,215760,0,63480,0,0,483480,134400,0,382440,0,0,0,0,659520,173040,961320,1080,171120,239160,103440,0,43200,0,27840,11280,0,0,0,0,0,0,204960,312600,0,99240,0,0,0,0,0,0,0,0,641640,0,0,0,38520,0,0,0,0,0,0,0,0,0,0,0,0,0,166200,0,0,109920,0,0,0,38160,198120,0,0,3000,0,44040,0,609720,655440,0,0,0,0,461280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18240,56160,0,0,0
URAVR,0,0,0,0,0,0,0,0,0,0,0,0,252480,0,0,0,0,0,501480,0,0,0,0,0,669240,0,843120,35280,0,0,0,0,223680,231720,0,0,0,0,114240,0,0,0,0,0,0,0,3000,0,0,0,0,383400,41760,0,0,0,0,86160,0,0,750120,0,0,38280,14160,0,0,0,0,0,0,0,55680,0,0,0,1030680,130560,0,0,7560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86640,0,0,0,7920,0,0,0,0,0,0,56280,0,0,0,0,0,0,0,0,0,0,0,6240,70680,24120,0,0,0,280680,0,0,0,18480,25560,12720,0,19080,0,0,0,0,383280,0,0,97320,0,0,0,400320,13680,30360,40800,8640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,0,0,0,0,0,0,0,0,0,0,72720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210720,0,0,0,0,21480,0,0,0,0
URADL,0,651360,0,0,0,532200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,209280,0,0,0,0,0,0,33000,0,114960,0,0,0,0,992280,0,49080,0,0,0,0,0,0,0,0,0,424800,0,25920,56160,0,0,0,0,0,0,0,48480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17040,0,0,0,0,0,0,0,0,0,557520,0,26640,0,0,0,0,75480,139200,0,0,0,0,0,0,0,0,0,0,0,0,23520,0,0,0,0,0,0,0,107040,0,0,0,197280,0,0,45600,8640,0,0,0,0,12600,0,0,0,0,0,0,33480,0,0,117840,0,0,0,0,0,0,0,0,0,0,3480,0,0,0,34080,0,203040,0,0,0,0,0,385200,874920,1229280,530400,9480,0,0,0,240,0,0,0,0,0,0,0
OLQDL,6120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23280,0,0,0,0,0,0,7200,0,0,0,0,20280,0,0,0,62400,0,0,0,0,0,0,0,1200,0,0,0,70440,0,44520,0,58440,18240,0,28080,0,0,0,147240,0,976800,14040,0,0,24120,72600,0,0,0,0,0,26280,37320,0,0,0,0,0,0,11160,126840,6960,0,0,0,2400,0,0,35280,0,0,13200,0,20760,21360,98760,31320,5400,0,3000,0,24480,0,0,17760,0,0,0,0,0,0,0,0,0,1230840,0,23400,0,0,0,0,353280,0,0,0,0,6960,0,0,0,0,41880,5280,0,0,988560,0,0,0,0,0,0,0,465240,0,0,0,64200,0,0,69720,0,0,46560,9240,17280,140280,4800,0,0,38280,0,0,22320,0,0,410520,38520,7320,42480,40560,0,0,0,0,8760,0,116280,0,0,0,0,0,504120,0,0,0,0,385200,0,3802080,686280,584760,312120,480,0,0,0,1200,0,0,0,0,0,0
URYDL,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,20880,0,526920,0,0,0,0,0,0,0,0,0,0,0,21480,0,0,0,0,0,0,0,0,24360,0,0,23640,0,0,26760,109920,0,25560,12000,39240,49680,0,53160,0,0,0,104160,31440,219960,14640,0,0,53880,19320,0,0,29040,0,0,14520,0,0,0,0,0,0,0,47040,0,0,5880,0,0,61320,0,0,24840,0,0,4320,0,10080,16320,426600,360,2160,0,0,0,0,7080,0,13560,0,0,0,0,0,0,0,0,16920,1546200,0,9720,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,24240,0,0,0,33960,0,0,0,0,0,18120,0,253200,0,109800,0,250320,24960,0,0,7560,0,90600,1440,1200,0,0,0,0,8520,67320,0,64200,0,0,0,5400,1560,17040,613080,0,0,0,0,3480,0,1101720,0,0,0,0,0,0,0,0,0,0,874920,3802080,0,488640,468600,410160,0,0,0,0,0,0,11280,0,0,0,0
IL2DL,480,25680,0,0,0,31440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3840,0,0,0,0,0,31080,0,178920,0,0,0,0,0,0,0,0,121200,600,0,0,0,976800,0,23280,0,4680,0,0,38400,0,3480,0,0,210000,0,11520,79320,3120,0,0,0,0,0,0,0,0,0,0,0,84840,14640,0,0,480,0,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045800,0,0,0,0,0,0,36000,70800,0,0,0,0,0,0,0,0,0,0,0,0,832560,0,0,0,0,0,0,0,8400,0,0,0,196080,0,0,28200,0,0,0,0,23160,46680,0,0,0,0,0,0,5520,0,0,40920,0,0,13080,0,0,0,0,0,0,0,3240,0,0,0,0,0,59040,0,0,0,0,1229280,686280,488640,0,840600,283200,0,0,0,0,0,0,0,0,0,0,0
CEPDL,0,0,486000,345480,0,141240,21360,0,83880,90480,0,0,0,0,3960,0,0,0,0,160920,0,0,0,0,0,0,1080,0,0,0,0,25080,0,0,0,543720,0,0,0,0,0,0,0,117360,0,441120,0,0,0,19080,0,97200,0,0,381600,0,92160,0,426240,0,0,0,0,0,0,64080,17280,23400,0,5760,0,18240,0,0,0,0,0,9720,0,162240,105000,10560,50760,0,0,32400,0,0,0,0,0,0,0,4080,23160,154440,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735480,0,18360,0,0,0,0,236880,251520,0,38760,0,0,0,0,0,0,0,0,0,0,143280,0,0,0,0,0,0,0,462720,0,0,0,13920,0,140400,215880,0,0,0,0,11760,61680,557640,0,0,0,0,0,53760,0,48240,42120,0,0,0,369120,0,0,0,0,0,0,689880,0,0,0,20760,0,0,0,0,0,0,530400,584760,468600,840600,0,858360,0,0,0,147720,323160,0,0,0,0,0,0
URXL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,149040,81000,0,0,0,0,0,0,0,0,0,47880,0,0,0,406560,0,0,0,0,0,923040,0,240,0,0,72600,199080,0,84120,16440,0,37560,0,98160,6000,0,0,43800,2880,0,0,0,0,28680,28200,0,0,5880,0,0,96960,32880,68760,83760,20760,0,0,0,425640,0,0,0,119880,368520,294240,25440,8280,0,0,518880,10320,0,1898280,39840,251040,0,0,0,37320,0,0,0,0,0,0,34680,0,0,0,0,0,0,0,3720,0,27720,0,0,0,0,6960,0,139440,0,0,0,0,0,0,0,61680,56280,0,0,116400,0,203880,0,0,0,0,0,0,0,3480,83880,0,0,0,97440,0,0,0,4800,1800,0,876480,0,0,0,85080,0,12480,39600,245520,6000,0,68760,50520,0,0,0,37680,0,7920,0,0,0,0,0,174240,105120,141840,0,0,0,0,9480,312120,410160,283200,858360,0,21480,0,0,0,0,0,0,0,0,0,0
